id,category,pegi,commentCount,commentScore,appSizeMB,downloads,ranking,FirstRGB,FirstHEX,FirstHSL,SecondRGB,SecondHEX,SecondHSL
483,Sports Games,16,2953121,4.4,41.0,50000000,71,"(47, 35, 42)",#2f232a,"(325, 15%, 16%)","(210, 175, 170)",#d2afaa,"(7, 31%, 75%)"
484,Sports Games,16,2953121,4.4,41.0,50000000,71,"(31, 32, 42)",#1f202a,"(234, 15%, 14%)","(207, 167, 163)",#cfa7a3,"(5, 31%, 73%)"
485,Sports Games,3,18850,3.8,17.0,1000000,72,"(123, 91, 82)",#7b5b52,"(13, 20%, 40%)","(207, 205, 200)",#cfcdc8,"(42, 7%, 80%)"
486,Sports Games,3,18850,3.8,17.0,1000000,72,"(45, 76, 103)",#2d4c67,"(207, 39%, 28%)","(189, 198, 171)",#bdc6ab,"(80, 19%, 72%)"
487,Sports Games,3,3833,4.0,66.0,100000,74,"(68, 54, 56)",#443638,"(351, 11%, 24%)","(225, 157, 115)",#e19d73,"(22, 65%, 67%)"
488,Sports Games,3,3833,4.0,66.0,100000,74,"(56, 55, 73)",#383749,"(243, 14%, 25%)","(219, 142, 137)",#db8e89,"(3, 53%, 70%)"
489,Sports Games,3,3443,4.2,49.0,100000,75,"(34, 83, 77)",#22534d,"(172, 42%, 23%)","(194, 210, 203)",#c2d2cb,"(153, 15%, 79%)"
490,Sports Games,3,3443,4.2,49.0,100000,75,"(36, 88, 101)",#245865,"(192, 47%, 27%)","(199, 215, 221)",#c7d7dd,"(196, 24%, 82%)"
491,Sports Games,12,99596,4.6,48.0,5000000,76,"(126, 144, 83)",#7e9053,"(77, 27%, 45%)","(213, 216, 172)",#d5d8ac,"(64, 36%, 76%)"
492,Sports Games,12,99596,4.6,48.0,5000000,76,"(89, 100, 68)",#596444,"(80, 19%, 33%)","(140, 197, 80)",#8cc550,"(89, 50%, 54%)"
493,Sports Games,12,353098,4.3,31.0,10000000,77,"(49, 84, 105)",#315469,"(202, 36%, 30%)","(85, 206, 228)",#55cee4,"(189, 73%, 61%)"
494,Sports Games,12,353098,4.3,31.0,10000000,77,"(24, 93, 48)",#185d30,"(140, 59%, 23%)","(189, 181, 163)",#bdb5a3,"(41, 16%, 69%)"
495,Sports Games,3,185192,4.3,79.0,5000000,78,"(82, 75, 70)",#524b46,"(25, 8%, 30%)","(221, 196, 169)",#ddc4a9,"(31, 43%, 76%)"
496,Sports Games,3,185192,4.3,79.0,5000000,78,"(43, 55, 71)",#2b3747,"(214, 25%, 22%)","(216, 182, 142)",#d8b68e,"(32, 49%, 70%)"
497,Sports Games,3,32890,4.0,-1.0,1000000,79,"(37, 95, 57)",#255f39,"(140, 44%, 26%)","(211, 171, 142)",#d3ab8e,"(25, 44%, 69%)"
498,Sports Games,3,32890,4.0,-1.0,1000000,79,"(168, 170, 158)",#a8aa9e,"(69, 7%, 64%)","(19, 30, 60)",#131e3c,"(223, 52%, 15%)"
499,Sports Games,3,4211,4.2,162.0,100000,80,"(116, 128, 107)",#74806b,"(94, 9%, 46%)","(217, 232, 201)",#d9e8c9,"(89, 40%, 85%)"
500,Sports Games,3,4211,4.2,162.0,100000,80,"(152, 165, 142)",#98a58e,"(93, 11%, 60%)","(42, 65, 50)",#2a4132,"(140, 21%, 21%)"
501,Sports Games,12,538,4.1,27.0,10000,81,"(19, 29, 42)",#131d2a,"(213, 38%, 12%)","(202, 145, 135)",#ca9187,"(8, 39%, 66%)"
502,Sports Games,12,538,4.1,27.0,10000,81,"(19, 28, 41)",#131c29,"(215, 37%, 12%)","(205, 135, 127)",#cd877f,"(6, 44%, 65%)"
503,Sports Games,3,5621,3.9,-1.0,100000,82,"(38, 21, 57)",#261539,"(268, 46%, 15%)","(210, 193, 160)",#d2c1a0,"(39, 36%, 73%)"
504,Sports Games,3,5621,3.9,-1.0,100000,82,"(29, 11, 47)",#1d0b2f,"(269, 62%, 11%)","(192, 175, 155)",#c0af9b,"(32, 23%, 68%)"
505,Sports Games,3,2702705,4.2,33.0,100000000,84,"(200, 149, 107)",#c8956b,"(27, 46%, 60%)","(98, 32, 23)",#622017,"(7, 62%, 24%)"
506,Sports Games,3,2702705,4.2,33.0,100000000,84,"(197, 142, 92)",#c58e5c,"(28, 48%, 56%)","(60, 13, 60)",#3c0d3c,"(300, 64%, 14%)"
507,Sports Games,3,6574,4.6,86.0,100000,85,"(131, 107, 135)",#836b87,"(291, 12%, 47%)","(229, 234, 236)",#e5eaec,"(197, 16%, 91%)"
508,Sports Games,3,6574,4.6,86.0,100000,85,"(192, 190, 191)",#c0bebf,"(330, 2%, 75%)","(37, 114, 151)",#257297,"(199, 61%, 37%)"
509,Sports Games,3,241892,4.2,141.0,10000000,86,"(89, 85, 81)",#595551,"(30, 5%, 33%)","(197, 182, 164)",#c5b6a4,"(32, 22%, 71%)"
510,Sports Games,3,241892,4.2,141.0,10000000,86,"(53, 41, 34)",#352922,"(22, 22%, 17%)","(202, 141, 91)",#ca8d5b,"(27, 51%, 56%)"
511,Sports Games,3,904,2.8,55.0,100000,87,"(199, 183, 148)",#c7b794,"(41, 31%, 68%)","(50, 50, 53)",#323235,"(240, 3%, 20%)"
512,Sports Games,3,904,2.8,55.0,100000,87,"(201, 188, 166)",#c9bca6,"(37, 24%, 72%)","(52, 60, 68)",#343c44,"(210, 13%, 24%)"
513,Sports Games,3,1926705,4.5,28.0,10000000,88,"(21, 84, 84)",#155454,"(180, 60%, 21%)","(194, 167, 154)",#c2a79a,"(19, 25%, 68%)"
514,Sports Games,3,1926705,4.5,28.0,10000000,88,"(10, 103, 122)",#0a677a,"(190, 85%, 26%)","(202, 182, 171)",#cab6ab,"(21, 23%, 73%)"
515,Sports Games,3,33009,4.3,90.0,1000000,89,"(51, 56, 80)",#333850,"(229, 22%, 26%)","(201, 154, 148)",#c99a94,"(6, 33%, 68%)"
516,Sports Games,3,33009,4.3,90.0,1000000,89,"(41, 64, 98)",#294062,"(215, 41%, 27%)","(214, 150, 105)",#d69669,"(24, 56%, 63%)"
517,Sports Games,3,26311,4.1,8.0,100000,90,"(22, 21, 20)",#161514,"(30, 5%, 8%)","(209, 173, 131)",#d1ad83,"(32, 46%, 67%)"
518,Sports Games,3,26311,4.1,8.0,100000,90,"(36, 31, 32)",#241f20,"(348, 7%, 13%)","(208, 165, 130)",#d0a582,"(26, 45%, 66%)"
519,Sports Games,7,19480,4.3,112.0,1000000,91,"(159, 150, 154)",#9f969a,"(333, 4%, 61%)","(25, 30, 40)",#191e28,"(220, 23%, 13%)"
520,Sports Games,7,19480,4.3,112.0,1000000,91,"(167, 172, 165)",#a7aca5,"(102, 4%, 66%)","(38, 55, 59)",#26373b,"(191, 22%, 19%)"
521,Sports Games,3,7626,3.8,85.0,500000,92,"(55, 52, 61)",#37343d,"(260, 8%, 22%)","(199, 135, 122)",#c7877a,"(10, 41%, 63%)"
522,Sports Games,3,7626,3.8,85.0,500000,92,"(65, 71, 63)",#41473f,"(105, 6%, 26%)","(210, 195, 164)",#d2c3a4,"(40, 34%, 73%)"
523,Sports Games,3,14191,4.3,102.0,500000,93,"(55, 46, 37)",#372e25,"(29, 20%, 18%)","(219, 187, 99)",#dbbb63,"(43, 62%, 62%)"
524,Sports Games,3,14191,4.3,102.0,500000,93,"(30, 31, 26)",#1e1f1a,"(71, 9%, 11%)","(225, 174, 95)",#e1ae5f,"(36, 68%, 63%)"
525,Sports Games,12,52972,4.1,103.0,5000000,95,"(76, 103, 91)",#4c675b,"(153, 15%, 35%)","(217, 139, 144)",#d98b90,"(356, 51%, 70%)"
526,Sports Games,12,52972,4.1,103.0,5000000,95,"(204, 187, 163)",#ccbba3,"(35, 28%, 72%)","(29, 112, 153)",#1d7099,"(199, 68%, 36%)"
527,Sports Games,3,23908,4.3,71.0,1000000,96,"(143, 138, 155)",#8f8a9b,"(257, 8%, 56%)","(41, 50, 46)",#29322e,"(153, 10%, 18%)"
528,Sports Games,3,23908,4.3,71.0,1000000,96,"(94, 102, 114)",#5e6672,"(215, 10%, 41%)","(194, 190, 196)",#c2bec4,"(279, 5%, 76%)"
529,Sports Games,3,27846,4.2,42.0,1000000,97,"(79, 92, 105)",#4f5c69,"(210, 14%, 36%)","(226, 118, 85)",#e27655,"(14, 71%, 61%)"
530,Sports Games,3,27846,4.2,42.0,1000000,97,"(72, 92, 91)",#485c5b,"(177, 12%, 32%)","(217, 182, 130)",#d9b682,"(35, 53%, 68%)"
531,Sports Games,3,1588,4.1,79.0,100000,98,"(71, 93, 67)",#475d43,"(110, 16%, 31%)","(223, 181, 150)",#dfb596,"(25, 53%, 73%)"
532,Sports Games,3,1588,4.1,79.0,100000,98,"(45, 66, 88)",#2d4258,"(210, 32%, 26%)","(216, 197, 198)",#d8c5c6,"(356, 20%, 81%)"
533,Sports Games,3,482237,3.9,76.0,50000000,99,"(189, 195, 137)",#bdc389,"(66, 33%, 65%)","(34, 57, 84)",#223954,"(212, 42%, 23%)"
534,Sports Games,3,482237,3.9,76.0,50000000,99,"(34, 46, 44)",#222e2c,"(170, 15%, 16%)","(198, 195, 165)",#c6c3a5,"(54, 22%, 71%)"
535,Sports Games,3,178595,4.3,74.0,10000000,100,"(180, 159, 116)",#b49f74,"(40, 30%, 57%)","(27, 89, 102)",#1b5966,"(190, 57%, 25%)"
536,Sports Games,3,178595,4.3,74.0,10000000,100,"(171, 149, 109)",#ab956d,"(38, 27%, 55%)","(43, 55, 69)",#2b3745,"(212, 23%, 22%)"
537,Arcade,7,3853701,4.5,-1.0,10000000,1,"(69, 71, 68)",#454744,"(100, 2%, 27%)","(181, 154, 128)",#b59a80,"(29, 26%, 61%)"
538,Arcade,7,3853701,4.5,-1.0,10000000,1,"(60, 53, 57)",#3c3539,"(325, 6%, 22%)","(181, 149, 142)",#b5958e,"(10, 21%, 63%)"
539,Arcade,12,457366,4.4,74.0,10000000,2,"(7, 28, 67)",#071c43,"(219, 81%, 15%)","(194, 107, 162)",#c26ba2,"(322, 42%, 59%)"
540,Arcade,12,457366,4.4,74.0,10000000,2,"(11, 27, 75)",#0b1b4b,"(224, 74%, 17%)","(205, 169, 125)",#cda97d,"(33, 44%, 65%)"
541,Arcade,3,1018171,4.2,-1.0,100000000,4,"(174, 218, 193)",#aedac1,"(145, 37%, 77%)","(24, 117, 121)",#187579,"(182, 67%, 28%)"
542,Arcade,3,1018171,4.2,-1.0,100000000,4,"(26, 32, 69)",#1a2045,"(231, 45%, 19%)","(217, 153, 116)",#d99974,"(21, 56%, 65%)"
543,Arcade,7,1860502,4.5,100.0,100000000,5,"(39, 14, 33)",#270e21,"(314, 47%, 10%)","(187, 157, 107)",#bb9d6b,"(37, 37%, 57%)"
544,Arcade,7,1860502,4.5,100.0,100000000,5,"(26, 23, 40)",#1a1728,"(250, 27%, 12%)","(200, 105, 101)",#c86965,"(2, 47%, 59%)"
545,Arcade,3,4427136,4.3,107.0,100000000,6,"(82, 88, 97)",#525861,"(215, 8%, 35%)","(227, 199, 165)",#e3c7a5,"(32, 53%, 77%)"
546,Arcade,3,4427136,4.3,107.0,100000000,6,"(81, 82, 86)",#515256,"(227, 3%, 33%)","(225, 181, 140)",#e1b58c,"(28, 59%, 72%)"
547,Arcade,3,382673,4.3,117.0,10000000,7,"(165, 98, 98)",#a56262,"(0, 27%, 52%)","(42, 41, 65)",#2a2941,"(242, 23%, 21%)"
548,Arcade,3,382673,4.3,117.0,10000000,7,"(201, 156, 128)",#c99c80,"(23, 40%, 65%)","(26, 76, 104)",#1a4c68,"(201, 60%, 25%)"
549,Arcade,7,614724,4.6,186.0,10000000,8,"(32, 89, 161)",#2059a1,"(213, 67%, 38%)","(200, 180, 158)",#c8b49e,"(31, 28%, 70%)"
550,Arcade,7,614724,4.6,186.0,10000000,8,"(100, 83, 65)",#645341,"(30, 21%, 32%)","(231, 161, 123)",#e7a17b,"(21, 69%, 69%)"
551,Arcade,3,845216,4.4,80.0,10000000,9,"(75, 27, 22)",#4b1b16,"(5, 55%, 19%)","(223, 153, 69)",#df9945,"(32, 71%, 56%)"
552,Arcade,3,845216,4.4,80.0,10000000,9,"(183, 195, 187)",#b7c3bb,"(139, 9%, 74%)","(27, 139, 191)",#1b8bbf,"(199, 75%, 43%)"
553,Arcade,3,521678,4.6,99.0,50000000,10,"(19, 30, 76)",#131e4c,"(228, 60%, 19%)","(187, 164, 175)",#bba4af,"(331, 14%, 69%)"
554,Arcade,3,521678,4.6,99.0,50000000,10,"(38, 15, 51)",#260f33,"(278, 55%, 13%)","(222, 189, 146)",#debd92,"(33, 54%, 72%)"
555,Arcade,3,396398,4.3,44.0,50000000,11,"(29, 36, 48)",#1d2430,"(217, 25%, 15%)","(189, 162, 177)",#bda2b1,"(326, 17%, 69%)"
556,Arcade,3,396398,4.3,44.0,50000000,11,"(25, 33, 47)",#19212f,"(218, 31%, 14%)","(191, 166, 183)",#bfa6b7,"(319, 16%, 70%)"
557,Arcade,12,34807290,4.4,168.0,1000000000,12,"(182, 182, 162)",#b6b6a2,"(240, 12%, 67%)","(20, 138, 189)",#148abd,"(198, 81%, 41%)"
558,Arcade,12,34807290,4.4,168.0,1000000000,12,"(93, 101, 118)",#5d6576,"(220, 12%, 41%)","(228, 186, 125)",#e4ba7d,"(35, 66%, 69%)"
559,Arcade,18,392678,4.8,89.0,5000000,13,"(81, 62, 42)",#513e2a,"(30, 32%, 24%)","(221, 192, 133)",#ddc085,"(40, 56%, 69%)"
560,Arcade,18,392678,4.8,89.0,5000000,13,"(85, 78, 69)",#554e45,"(33, 10%, 30%)","(215, 205, 175)",#d7cdaf,"(45, 33%, 76%)"
561,Arcade,12,1773787,4.4,165.0,50000000,14,"(52, 73, 108)",#34496c,"(217, 35%, 31%)","(203, 206, 209)",#cbced1,"(210, 6%, 81%)"
562,Arcade,12,1773787,4.4,165.0,50000000,14,"(187, 207, 201)",#bbcfc9,"(162, 17%, 77%)","(27, 137, 189)",#1b89bd,"(199, 75%, 42%)"
563,Arcade,16,7056486,4.4,-1.0,100000000,16,"(192, 223, 224)",#c0dfe0,"(181, 34%, 82%)","(60, 81, 97)",#3c5161,"(205, 24%, 31%)"
564,Arcade,16,7056486,4.4,-1.0,100000000,16,"(37, 110, 121)",#256e79,"(187, 53%, 31%)","(231, 91, 78)",#e75b4e,"(5, 76%, 61%)"
565,Arcade,7,1696697,4.4,151.0,10000000,17,"(56, 52, 55)",#383437,"(314, 4%, 21%)","(233, 204, 163)",#e9cca3,"(35, 61%, 78%)"
566,Arcade,7,1696697,4.4,151.0,10000000,17,"(215, 206, 176)",#d7ceb0,"(46, 33%, 77%)","(61, 79, 86)",#3d4f56,"(196, 17%, 28%)"
567,Arcade,3,6609,4.4,-1.0,1000000,18,"(37, 39, 74)",#25274a,"(236, 33%, 22%)","(187, 79, 179)",#bb4fb3,"(304, 44%, 52%)"
568,Arcade,3,6609,4.4,-1.0,1000000,18,"(39, 50, 77)",#27324d,"(222, 33%, 23%)","(216, 129, 64)",#d88140,"(25, 66%, 55%)"
569,Arcade,3,485717,4.6,86.0,10000000,20,"(181, 193, 162)",#b5c1a2,"(83, 20%, 70%)","(35, 115, 139)",#23738b,"(193, 60%, 34%)"
570,Arcade,3,485717,4.6,86.0,10000000,20,"(173, 193, 180)",#adc1b4,"(141, 14%, 72%)","(36, 117, 142)",#24758e,"(194, 60%, 35%)"
571,Arcade,3,169670,4.6,64.0,5000000,21,"(203, 161, 136)",#cba188,"(22, 39%, 66%)","(48, 71, 78)",#30474e,"(194, 24%, 25%)"
572,Arcade,3,169670,4.6,64.0,5000000,21,"(191, 160, 125)",#bfa07d,"(31, 34%, 62%)","(52, 66, 98)",#344262,"(221, 31%, 28%)"
573,Arcade,3,15896,4.4,-1.0,1000000,22,"(197, 186, 151)",#c5ba97,"(45, 28%, 68%)","(60, 166, 119)",#3ca677,"(153, 47%, 44%)"
574,Arcade,3,15896,4.4,-1.0,1000000,22,"(178, 208, 182)",#b2d0b6,"(128, 24%, 76%)","(221, 44, 35)",#dd2c23,"(2, 73%, 50%)"
575,Arcade,3,479693,4.5,-1.0,10000000,23,"(14, 18, 44)",#0e122c,"(231, 52%, 11%)","(186, 159, 146)",#ba9f92,"(19, 22%, 65%)"
576,Arcade,3,479693,4.5,-1.0,10000000,23,"(33, 14, 37)",#210e25,"(289, 45%, 10%)","(211, 140, 114)",#d38c72,"(16, 52%, 64%)"
577,Arcade,7,61334,4.7,142.0,5000000,24,"(14, 32, 51)",#0e2033,"(210, 56%, 13%)","(199, 144, 122)",#c7907a,"(17, 41%, 63%)"
578,Arcade,7,61334,4.7,142.0,5000000,24,"(13, 33, 56)",#0d2138,"(212, 62%, 14%)","(194, 171, 145)",#c2ab91,"(31, 28%, 66%)"
579,Arcade,12,204355,4.6,94.0,5000000,25,"(55, 44, 70)",#372c46,"(265, 23%, 22%)","(219, 169, 108)",#dba96c,"(32, 61%, 64%)"
580,Arcade,12,204355,4.6,94.0,5000000,25,"(50, 49, 57)",#323139,"(247, 8%, 21%)","(211, 176, 118)",#d3b076,"(37, 51%, 65%)"
581,Arcade,3,178673,4.3,25.0,10000000,26,"(66, 61, 93)",#423d5d,"(249, 21%, 30%)","(210, 133, 144)",#d28590,"(351, 46%, 67%)"
582,Arcade,3,178673,4.3,25.0,10000000,26,"(76, 56, 74)",#4c384a,"(306, 15%, 26%)","(218, 121, 76)",#da794c,"(19, 66%, 57%)"
583,Arcade,3,1880822,4.6,72.0,50000000,27,"(84, 64, 69)",#544045,"(345, 14%, 28%)","(221, 147, 117)",#dd9375,"(17, 60%, 66%)"
584,Arcade,3,1880822,4.6,72.0,50000000,27,"(43, 45, 79)",#2b2d4f,"(236, 30%, 24%)","(215, 181, 94)",#d7b55e,"(43, 60%, 61%)"
585,Arcade,12,383567,4.4,41.0,10000000,28,"(187, 184, 140)",#bbb88c,"(56, 26%, 64%)","(45, 51, 37)",#2d3325,"(85, 16%, 17%)"
586,Arcade,12,383567,4.4,41.0,10000000,28,"(189, 190, 129)",#bdbe81,"(60, 32%, 63%)","(40, 49, 24)",#283118,"(81, 34%, 14%)"
587,Arcade,12,42507,4.3,39.0,1000000,29,"(37, 46, 52)",#252e34,"(204, 17%, 17%)","(183, 151, 113)",#b79771,"(32, 33%, 57%)"
588,Arcade,12,42507,4.3,39.0,1000000,29,"(44, 45, 54)",#2c2d36,"(233, 10%, 19%)","(181, 154, 112)",#b59a70,"(36, 32%, 56%)"
589,Arcade,7,1352689,4.1,126.0,100000000,30,"(72, 53, 57)",#483539,"(347, 15%, 25%)","(218, 186, 83)",#daba53,"(45, 65%, 59%)"
590,Arcade,7,1352689,4.1,126.0,100000000,30,"(23, 40, 121)",#172879,"(229, 68%, 28%)","(177, 98, 64)",#b16240,"(18, 47%, 47%)"
591,Arcade,3,111112,4.3,148.0,10000000,31,"(102, 153, 27)",#66991b,"(84, 70%, 35%)","(228, 167, 68)",#e4a744,"(37, 75%, 57%)"
592,Arcade,3,111112,4.3,148.0,10000000,31,"(237, 191, 65)",#edbf41,"(43, 83%, 59%)","(61, 86, 88)",#3d5658,"(184, 18%, 28%)"
593,Arcade,12,1961111,4.2,70.0,100000000,32,"(64, 98, 42)",#40622a,"(96, 40%, 27%)","(214, 164, 71)",#d6a447,"(39, 64%, 56%)"
594,Arcade,12,1961111,4.2,70.0,100000000,32,"(80, 152, 175)",#5098af,"(194, 37%, 50%)","(215, 192, 121)",#d7c079,"(45, 54%, 66%)"
595,Arcade,3,47907,4.3,93.0,5000000,33,"(213, 149, 112)",#d59570,"(21, 55%, 64%)","(59, 58, 51)",#3b3a33,"(52, 7%, 22%)"
596,Arcade,3,47907,4.3,93.0,5000000,33,"(185, 110, 81)",#b96e51,"(16, 43%, 52%)","(67, 44, 39)",#432c27,"(10, 26%, 21%)"
597,Arcade,12,281033,4.3,121.0,10000000,35,"(101, 110, 106)",#656e6a,"(153, 4%, 41%)","(228, 172, 80)",#e4ac50,"(37, 73%, 60%)"
598,Arcade,12,281033,4.3,121.0,10000000,35,"(80, 84, 66)",#505442,"(73, 12%, 28%)","(220, 162, 70)",#dca246,"(36, 68%, 56%)"
599,Arcade,7,311902,4.3,63.0,10000000,36,"(67, 66, 82)",#434252,"(243, 11%, 28%)","(203, 160, 150)",#cba096,"(11, 34%, 69%)"
600,Arcade,7,311902,4.3,63.0,10000000,36,"(91, 129, 157)",#5b819d,"(205, 27%, 49%)","(207, 212, 189)",#cfd4bd,"(73, 21%, 79%)"
601,Arcade,3,166729,4.6,94.0,1000000,37,"(170, 159, 150)",#aa9f96,"(27, 11%, 63%)","(168, 28, 46)",#a81c2e,"(352, 71%, 38%)"
602,Arcade,3,166729,4.6,94.0,1000000,37,"(165, 102, 76)",#a5664c,"(17, 37%, 47%)","(57, 63, 48)",#393f30,"(84, 14%, 22%)"
603,Arcade,3,6817465,4.3,58.0,100000000,38,"(5, 65, 167)",#0541a7,"(217, 94%, 34%)","(193, 212, 151)",#c1d497,"(78, 41%, 71%)"
604,Arcade,3,6817465,4.3,58.0,100000000,38,"(166, 6, 171)",#a606ab,"(298, 93%, 35%)","(47, 11, 59)",#2f0b3b,"(285, 69%, 14%)"
605,Arcade,18,158997,4.3,7.0,1000000,39,"(68, 44, 41)",#442c29,"(6, 25%, 21%)","(219, 154, 90)",#db9a5a,"(29, 64%, 61%)"
606,Arcade,18,158997,4.3,7.0,1000000,39,"(176, 173, 133)",#b0ad85,"(55, 21%, 61%)","(41, 46, 25)",#292e19,"(74, 30%, 14%)"
607,Arcade,7,19301,4.2,99.0,1000000,40,"(71, 31, 37)",#471f25,"(351, 39%, 20%)","(231, 174, 88)",#e7ae58,"(36, 75%, 63%)"
608,Arcade,7,19301,4.2,99.0,1000000,40,"(33, 34, 79)",#21224f,"(238, 41%, 22%)","(215, 167, 115)",#d7a773,"(31, 56%, 65%)"
609,Arcade,3,36487,3.7,199.0,10000000,41,"(232, 212, 187)",#e8d4bb,"(33, 49%, 82%)","(56, 96, 69)",#386045,"(139, 26%, 30%)"
610,Arcade,3,36487,3.7,199.0,10000000,41,"(235, 204, 181)",#ebccb5,"(25, 56%, 82%)","(45, 110, 104)",#2d6e68,"(174, 42%, 30%)"
611,Arcade,3,44643,3.4,31.0,1000000,42,"(183, 170, 169)",#b7aaa9,"(4, 9%, 69%)","(52, 125, 191)",#347dbf,"(208, 56%, 48%)"
612,Arcade,3,44643,3.4,31.0,1000000,42,"(207, 213, 155)",#cfd59b,"(66, 41%, 72%)","(71, 139, 88)",#478b58,"(135, 32%, 41%)"
613,Arcade,12,8951,4.3,69.0,500000,44,"(82, 92, 139)",#525c8b,"(229, 26%, 43%)","(228, 183, 119)",#e4b777,"(35, 67%, 68%)"
614,Arcade,12,8951,4.3,69.0,500000,44,"(55, 67, 97)",#374361,"(222, 28%, 30%)","(220, 164, 90)",#dca45a,"(34, 65%, 61%)"
615,Arcade,3,54731,4.8,-1.0,1000000,45,"(214, 190, 143)",#d6be8f,"(39, 46%, 70%)","(39, 68, 58)",#27443a,"(159, 27%, 21%)"
616,Arcade,3,54731,4.8,-1.0,1000000,45,"(172, 156, 96)",#ac9c60,"(47, 31%, 53%)","(27, 39, 33)",#1b2721,"(150, 18%, 13%)"
617,Arcade,3,5213095,4.6,105.0,100000000,46,"(88, 158, 88)",#589e58,"(120, 28%, 48%)","(217, 202, 176)",#d9cab0,"(38, 35%, 77%)"
618,Arcade,3,5213095,4.6,105.0,100000000,46,"(195, 207, 177)",#c3cfb1,"(84, 24%, 75%)","(29, 76, 113)",#1d4c71,"(206, 59%, 28%)"
619,Arcade,3,23080,4.2,98.0,1000000,47,"(94, 156, 193)",#5e9cc1,"(202, 44%, 56%)","(229, 186, 134)",#e5ba86,"(32, 65%, 71%)"
620,Arcade,3,23080,4.2,98.0,1000000,47,"(55, 155, 181)",#379bb5,"(192, 53%, 46%)","(214, 173, 133)",#d6ad85,"(29, 50%, 68%)"
621,Arcade,12,65176,4.5,152.0,1000000,48,"(231, 206, 166)",#e7cea6,"(36, 57%, 78%)","(56, 103, 183)",#3867b7,"(217, 53%, 47%)"
622,Arcade,12,65176,4.5,152.0,1000000,48,"(209, 191, 187)",#d1bfbb,"(10, 19%, 78%)","(57, 55, 76)",#39374c,"(245, 16%, 26%)"
623,Arcade,3,29930,4.3,95.0,1000000,49,"(74, 155, 194)",#4a9bc2,"(199, 50%, 53%)","(230, 175, 131)",#e6af83,"(26, 66%, 71%)"
624,Arcade,3,29930,4.3,95.0,1000000,49,"(164, 200, 182)",#a4c8b6,"(150, 25%, 71%)","(27, 128, 105)",#1b8069,"(166, 65%, 30%)"
625,Arcade,3,3453,4.4,20.0,100000,50,"(16, 43, 76)",#102b4c,"(213, 65%, 18%)","(207, 166, 145)",#cfa691,"(20, 39%, 69%)"
626,Arcade,3,3453,4.4,20.0,100000,50,"(13, 38, 74)",#0d264a,"(215, 70%, 17%)","(186, 205, 213)",#bacdd5,"(197, 24%, 78%)"
627,Arcade,3,2191,4.6,46.0,100000,51,"(51, 56, 76)",#33384c,"(228, 20%, 25%)","(50, 119, 234)",#3277ea,"(217, 81%, 56%)"
628,Arcade,3,2191,4.6,46.0,100000,51,"(55, 59, 75)",#373b4b,"(227, 15%, 25%)","(201, 99, 48)",#c96330,"(20, 61%, 49%)"
629,Arcade,12,61326,4.6,102.0,1000000,52,"(183, 165, 107)",#b7a56b,"(45, 35%, 56%)","(26, 66, 86)",#1a4256,"(200, 54%, 22%)"
630,Arcade,12,61326,4.6,102.0,1000000,52,"(187, 183, 128)",#bbb780,"(55, 30%, 62%)","(24, 78, 102)",#184e66,"(198, 62%, 25%)"
631,Arcade,3,275852,4.6,83.0,10000000,53,"(47, 43, 60)",#2f2b3c,"(254, 17%, 20%)","(211, 166, 93)",#d3a65d,"(37, 56%, 60%)"
632,Arcade,3,275852,4.6,83.0,10000000,53,"(77, 31, 72)",#4d1f48,"(306, 43%, 21%)","(215, 159, 78)",#d79f4e,"(35, 63%, 56%)"
633,Arcade,3,38469,4.7,51.0,1000000,54,"(36, 87, 95)",#24575f,"(188, 45%, 26%)","(231, 172, 87)",#e7ac57,"(35, 75%, 62%)"
634,Arcade,3,38469,4.7,51.0,1000000,54,"(34, 81, 103)",#225167,"(199, 50%, 27%)","(223, 146, 104)",#df9268,"(21, 65%, 64%)"
635,Arcade,3,18635,4.5,44.0,1000000,56,"(49, 78, 37)",#314e25,"(102, 36%, 23%)","(207, 163, 87)",#cfa357,"(37, 56%, 57%)"
636,Arcade,3,18635,4.5,44.0,1000000,56,"(54, 100, 37)",#366425,"(103, 46%, 27%)","(207, 188, 152)",#cfbc98,"(39, 36%, 70%)"
637,Arcade,3,216082,4.2,80.0,50000000,57,"(17, 187, 248)",#11bbf8,"(195, 94%, 52%)","(196, 180, 195)",#c4b4c3,"(303, 12%, 74%)"
638,Arcade,3,216082,4.2,80.0,50000000,57,"(248, 169, 33)",#f8a921,"(37, 94%, 55%)","(215, 198, 235)",#d7c6eb,"(267, 48%, 85%)"
639,Arcade,3,280,4.3,10.0,1000,58,"(155, 194, 151)",#9bc297,"(114, 26%, 68%)","(43, 52, 43)",#2b342b,"(120, 9%, 19%)"
640,Arcade,3,280,4.3,10.0,1000,58,"(213, 171, 189)",#d5abbd,"(334, 33%, 75%)","(160, 119, 74)",#a0774a,"(31, 37%, 46%)"
641,Arcade,12,74395,4.4,79.0,10000000,59,"(141, 73, 71)",#8d4947,"(1, 33%, 42%)","(215, 218, 218)",#d7dada,"(180, 4%, 85%)"
642,Arcade,12,74395,4.4,79.0,10000000,59,"(24, 138, 204)",#188acc,"(202, 79%, 45%)","(229, 132, 80)",#e58450,"(20, 74%, 61%)"
